name,CAGR,vol,sharpe,maxDD,total,avg_exp,turn/yr,window
QQQ buy&hold,0.20440084927481905,0.22244250887071343,0.9478327657845519,0.35053088762050066,6.2972714161120225,1.0,0.09348245516088072,2016-26
always in book (baseline),0.31103972530125,0.2734375208162529,1.1281666348934973,0.43024734834214395,17.067694063143634,0.8375381549942438,13.40377307238126,2016-26
"green today -> stay, red -> QQQ",-0.017691937717017936,0.23917763058708968,0.04562055326007239,0.532530712529206,-0.17366704032289593,0.8363981910519466,214.5355608904893,2016-26
"red today -> in, green -> QQQ (buy dips)",0.01700084041508565,0.2290308405596584,0.18859951437233283,0.5760187490090753,0.19740000811849168,0.835515297257524,209.9881851704784,2016-26
QQQ above 10d mean -> book else QQQ,0.1864292717976681,0.24141511045900552,0.8295198016813927,0.39043956520857126,5.214213253039602,0.8366929188045007,75.32467455961557,2016-26
vol spike -> QQQ,0.2483678615723801,0.265150113875557,0.970157760283254,0.4531442095153543,9.704484077494827,0.8376311989524827,30.551900874720943,2016-26
book > +2sd stretch -> QQQ,0.3056299769200923,0.2731189643854606,1.114009292396708,0.4302473483421442,16.286718294515126,0.8375186694437965,14.166580592820603,2016-26
"5-day pullback -> in, else QQQ",0.12333864513988102,0.22656098668443697,0.6270630858003194,0.4498231269435229,2.465636379333355,0.835511443116691,79.68394904534475,2016-26
QQQ 10d & not stretched,0.1838266486107787,0.2411034574375214,0.8211688484255047,0.3904395652085709,5.070074063684254,0.8366748491190311,75.75435233788086,2016-26
ORACLE: knows tomorrow (not causal),1.1288970036700987,0.22703999838396796,3.4463236856588826,0.2262939237827446,3211.3827068960522,0.837001413760765,209.54109510884595,2016-26
"ORACLE, zero cost",1.6217092448811141,0.22532951423777758,4.397911437346814,0.21518020272206373,29729.817702492048,0.8356242352875822,209.36914033333414,2016-26
QQQ buy&hold,0.2444419823682562,0.2200482121413862,1.1049194589110114,0.2854483529215285,1.9793361274242272,1.0,0.20011784717667075,2016-20
always in book (baseline),0.25413609873192944,0.23191345690586546,1.093562174575585,0.33727775630491375,2.097011585523589,0.8456032155790371,13.89683817745426,2016-20
"green today -> stay, red -> QQQ",-0.005766259774136473,0.20716108989237036,0.07638264662795133,0.35546515980530513,-0.02845612373666473,0.8451195569500458,218.15530260492181,2016-20
"red today -> in, green -> QQQ (buy dips)",-0.01959682181961586,0.21058325651236925,0.012543863854238665,0.4848104005207977,-0.09407599268052946,0.8445817037750565,212.10147568269954,2016-20
QQQ above 10d mean -> book else QQQ,0.18769835309783245,0.21742608239598632,0.9008100112280927,0.287260847434464,1.3601405429051385,0.8453147887131053,70.11437670178816,2016-20
vol spike -> QQQ,0.24648747960590112,0.22639549884913204,1.0875702835173735,0.2897601596802357,2.003863369466948,0.8465898413396225,32.36892595068621,2016-20
book > +2sd stretch -> QQQ,0.2502817343853527,0.23183569228288328,1.080564582894017,0.3372777563049141,2.0497871398737355,0.8456432558918686,15.046860871626096,2016-20
"5-day pullback -> in, else QQQ",0.10578956131281436,0.20018524988619774,0.6033619088085291,0.32133768472357027,0.6520219839676782,0.8446582406354045,77.0730038684768,2016-20
QQQ 10d & not stretched,0.18625870703017,0.21740177701554317,0.8953056772226968,0.2872608474344639,1.3458937604937602,0.8453016714591185,70.54813715651404,2016-20
ORACLE: knows tomorrow (not causal),0.760679162075101,0.2018970620546296,2.9061983637465922,0.2262939237827446,15.84423448604316,0.8453540480574304,213.29197026385398,2016-20
"ORACLE, zero cost",1.176928170536962,0.20053671058702074,3.98552631365445,0.21518020272206373,47.589138008360536,0.8439663885503588,213.1188106716081,2016-20
QQQ buy&hold,0.17388714703607944,0.2245132669243702,0.8264004529028472,0.3505308876205008,1.490044295477856,1.0,0.17555666091230948,2021-26
always in book (baseline),0.3369075231280019,0.3091188956082883,1.0947675895285127,0.43323900944859794,4.218874189832862,0.8283712436155537,12.58283949774788,2021-26
"green today -> stay, red -> QQQ",-0.020431436752513132,0.26214050207671097,0.05255247755355224,0.5871889736563768,-0.1108317118094091,0.8266971160237705,208.81603168238286,2021-26
"red today -> in, green -> QQQ (buy dips)",0.04387837277763351,0.24952577376061205,0.2971022954964882,0.512716717402188,0.2768115756188061,0.8253270630385307,206.5768712923084,2021-26
QQQ above 10d mean -> book else QQQ,0.166248578880279,0.26403575757558534,0.7149786329515221,0.3936503779603797,1.3992379433141262,0.8270747279924968,78.28116696673067,2021-26
vol spike -> QQQ,0.27832410005451713,0.3007520789655238,0.9676336628855395,0.4670972227650485,3.0442494840969454,0.8280810699102729,25.26429094118649,2021-26
book > +2sd stretch -> QQQ,0.3392005492944228,0.30796740154068647,1.1032862257948517,0.43323900944859794,4.270016482882033,0.8282642389821896,13.842873429339626,2021-26
"5-day pullback -> in, else QQQ",0.167898898395487,0.24856912462682088,0.748765687982293,0.45640792665101027,1.4186218020166144,0.8256327247895099,79.02794371378971,2021-26
QQQ 10d & not stretched,0.1717303202548326,0.26279605577845394,0.7349581937039611,0.3936503779603797,1.4641220015649106,0.8268977040729657,79.54148245870114,2021-26
ORACLE: knows tomorrow (not causal),1.6006466891180633,0.2454059074180996,4.024037562790544,0.18225778523866376,229.14978230239234,0.8274119513121676,211.21299995264042,2021-26
"ORACLE, zero cost",2.2074436389674994,0.2438114979455649,4.912422356328459,0.1581856875410279,758.0771702793388,0.8260936085430172,211.050032427508,2021-26
