name,CAGR,vol,sharpe,maxDD,total,avg_exp,turn/yr,window
SPY,0.15330126012096357,0.1772945341599001,0.8935933981572308,0.33721193464732524,3.5914712187107316,1.0,0.09348245516088072,full 2016-26
QQQ,0.20440084927481905,0.22244250887071343,0.9478327657845519,0.35053088762050066,6.2972714161120225,1.0,0.09348245516088072,full 2016-26
"A live-like: hold20, sells@close no recycle",0.26323667457386013,0.21334984892491424,1.202616349402683,0.3373580095006703,11.148350871814102,0.6150915915617766,9.377977603117415,full 2016-26
A1 + deferred next-day buy leg,0.31646755068801813,0.2709550606375085,1.1512602186835967,0.4263486901206589,17.88328766461639,0.8197811299191872,13.488474470273196,full 2016-26
A2 recycle proceeds (upper bound),0.31049592300817785,0.273285887859187,1.1271203100113156,0.42949034574178135,16.987767445790332,0.8372215505490963,13.418853963829969,full 2016-26
A3 A1 + trend overlay w/ hysteresis,0.2992420337292099,0.24802628804816065,1.1804481722268403,0.3163901052189132,15.403999851086201,0.7453526450096861,12.973812613489955,full 2016-26
A4 A1 + vol cap 1.25x QQQ vol,0.24734557257694734,0.239231670946415,1.044293153664632,0.42023231532997973,9.61117780187196,0.74657727776466,12.885854067973337,full 2016-26
GPT vol (as built),0.17217813148443217,0.16770111951666555,1.0317707068493993,0.3358278330845025,4.461360086395837,0.5125016990087704,10.607002137659297,full 2016-26
GPT vol_trend (as built),0.14750600582503215,0.12755288939274564,1.1428808835384756,0.23486713673779713,3.350828167700053,0.402061592059271,11.2571451431132,full 2016-26
SPY,0.15447779109532744,0.18855102720241732,0.8570067663947505,0.33721193464732524,1.0484850084397452,1.0,0.20011784717667075,2016-20
QQQ,0.2444419823682562,0.2200482121413862,1.1049194589110114,0.2854483529215285,1.9793361274242272,1.0,0.20011784717667075,2016-20
"A live-like: hold20, sells@close no recycle",0.2116742522091135,0.17429503190698245,1.189300337157883,0.20591349991494823,1.6077599069288588,0.6063400332148736,9.718632856695121,2016-20
A1 + deferred next-day buy leg,0.25169329626783776,0.22792535602233796,1.1000825936373302,0.33858504390493127,2.067014564197634,0.825972063417548,13.947895644154883,2016-20
A2 recycle proceeds (upper bound),0.2535554724419795,0.23188070965535018,1.0916831528597886,0.33781968396511286,2.0898604727695176,0.8454988115746304,13.910243806310884,2016-20
A3 A1 + trend overlay w/ hysteresis,0.21965708395948425,0.20788836562114799,1.0600448719531743,0.29659260970950385,1.6946619277551673,0.7706462651405559,13.875631901834337,2016-20
A4 A1 + vol cap 1.25x QQQ vol,0.22451800410762224,0.21937890468784105,1.0340845512780557,0.325323876781231,1.7487025062023904,0.7729804387999848,13.601199833591652,2016-20
GPT vol (as built),0.15546762541674597,0.17019998461872032,0.9350934742161654,0.29109134928518476,1.0572678096855532,0.5417241871597719,11.47692979469068,2016-20
GPT vol_trend (as built),0.1223664295756508,0.13048754967614518,0.9503052721203868,0.23486713673779713,0.779407625139805,0.4655368074497267,12.84959174545838,2016-20
SPY,0.15534528920296853,0.1667604314330727,0.9493727588479043,0.24444295965984542,1.2743641064125697,1.0,0.17555666091230948,2021-26
QQQ,0.17388714703607944,0.2245132669243702,0.8264004529028472,0.3505308876205008,1.490044295477856,1.0,0.17555666091230948,2021-26
"A live-like: hold20, sells@close no recycle",0.3212307295375476,0.25047400819927695,1.238184502235452,0.3534065034485695,3.8800718794384252,0.6285179071134419,9.026912424438345,2021-26
A1 + deferred next-day buy leg,0.32899038333749364,0.3040006954162311,1.0885217326633179,0.4209249941470594,4.045428781036552,0.8125769465396869,12.669877241475117,2021-26
A2 recycle proceeds (upper bound),0.33745914715815784,0.3087668835283874,1.096995921391324,0.4331967762385891,4.231139753551446,0.8281057007013669,12.607250284626375,2021-26
A3 A1 + trend overlay w/ hysteresis,0.3246227035235858,0.2794598122672571,1.1467350432136076,0.31299365066787055,3.9517957797860994,0.7216188816755038,11.89676821938372,2021-26
A4 A1 + vol cap 1.25x QQQ vol,0.25386887042105477,0.2534550451227138,1.0198889750634328,0.4205082913053486,2.623275451645849,0.7119114322596641,11.562773819786795,2021-26
GPT vol (as built),0.17993336914994784,0.16712171568258485,1.0738932654807891,0.34080541345959514,1.5639130821277858,0.47682069305588115,9.387735583352388,2021-26
GPT vol_trend (as built),0.16892948939195884,0.1251965213716473,1.3097750507935038,0.1782676221453966,1.4307919677491214,0.3344815612963001,9.677913226003021,2021-26
